Data,actual
2022-01-01 06:00:00,0.0
2022-01-01 07:00:00,0.0
2022-01-01 08:00:00,0.0
2022-01-01 09:00:00,180.5
2022-01-01 10:00:00,528.8
2022-01-01 11:00:00,1390.4
2022-01-01 12:00:00,2081.2
2022-01-01 13:00:00,2263.6
2022-01-01 14:00:00,2612.7
2022-01-01 15:00:00,3058.6
2022-01-01 16:00:00,2839.7
2022-01-01 17:00:00,2615.9
2022-01-01 18:00:00,1567.6
2022-01-02 06:00:00,0.0
2022-01-02 07:00:00,0.0
2022-01-02 08:00:00,0.0
2022-01-02 09:00:00,151.8
2022-01-02 10:00:00,1046.3
2022-01-02 11:00:00,2094.8
2022-01-02 12:00:00,2082.9
2022-01-02 13:00:00,2933.8
2022-01-02 14:00:00,3271.2
2022-01-02 15:00:00,3237.2
2022-01-02 16:00:00,2993.4
2022-01-02 17:00:00,2642.5
2022-01-02 18:00:00,1881.4
2022-01-03 06:00:00,0.0
2022-01-03 07:00:00,0.0
2022-01-03 08:00:00,0.0
2022-01-03 09:00:00,63.7
2022-01-03 10:00:00,379.4
2022-01-03 11:00:00,724.2
2022-01-03 12:00:00,1703.0
2022-01-03 13:00:00,1716.3
2022-01-03 14:00:00,2671.3
2022-01-03 15:00:00,2524.3
2022-01-03 16:00:00,2582.4
2022-01-03 17:00:00,2638.5
2022-01-03 18:00:00,1360.2
2022-01-04 06:00:00,0.0
2022-01-04 07:00:00,0.0
2022-01-04 08:00:00,0.0
2022-01-04 09:00:00,46.3
2022-01-04 10:00:00,188.7
2022-01-04 11:00:00,398.1
2022-01-04 12:00:00,854.5
2022-01-04 13:00:00,1974.5
2022-01-04 14:00:00,2811.6
2022-01-04 15:00:00,1571.1
2022-01-04 16:00:00,1774.6
2022-01-04 17:00:00,1153.9
2022-01-04 18:00:00,1273.1
2022-01-05 06:00:00,0.0
2022-01-05 07:00:00,0.0
2022-01-05 08:00:00,0.0
2022-01-05 09:00:00,110.0
2022-01-05 10:00:00,575.6
2022-01-05 11:00:00,1934.9
2022-01-05 12:00:00,2288.5
2022-01-05 13:00:00,2014.8
2022-01-05 14:00:00,2243.1
2022-01-05 15:00:00,2145.9
2022-01-05 16:00:00,2805.3
2022-01-05 17:00:00,2825.4
2022-01-05 18:00:00,1738.2
2022-01-06 06:00:00,0.0
2022-01-06 07:00:00,0.0
2022-01-06 08:00:00,0.0
2022-01-06 09:00:00,235.4
2022-01-06 10:00:00,982.7
2022-01-06 11:00:00,1886.9
2022-01-06 12:00:00,2752.7
2022-01-06 13:00:00,2410.4
2022-01-06 14:00:00,2832.3
2022-01-06 15:00:00,2325.9
2022-01-06 16:00:00,2016.3
2022-01-06 17:00:00,2683.1
2022-01-06 18:00:00,1917.3
2022-01-07 06:00:00,0.0
2022-01-07 07:00:00,0.0
2022-01-07 08:00:00,0.0
2022-01-07 09:00:00,118.2
2022-01-07 10:00:00,962.0
2022-01-07 11:00:00,1501.1
2022-01-07 12:00:00,1748.4
2022-01-07 13:00:00,3082.3
2022-01-07 14:00:00,3253.6
2022-01-07 15:00:00,3445.1
2022-01-07 16:00:00,2938.4
2022-01-07 17:00:00,3065.5
2022-01-07 18:00:00,2388.4
2022-01-08 06:00:00,0.0
2022-01-08 07:00:00,0.0
2022-01-08 08:00:00,0.0
2022-01-08 09:00:00,143.9
2022-01-08 10:00:00,578.4
2022-01-08 11:00:00,1814.9
2022-01-08 12:00:00,2232.2
2022-01-08 13:00:00,2451.1
2022-01-08 14:00:00,3167.4
2022-01-08 15:00:00,3559.7
2022-01-08 16:00:00,3546.9
2022-01-08 17:00:00,3131.0
2022-01-08 18:00:00,2361.4
2022-01-09 06:00:00,0.0
2022-01-09 07:00:00,0.0
2022-01-09 08:00:00,0.0
2022-01-09 09:00:00,201.9
2022-01-09 10:00:00,1098.0
